<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
EURUSD;D;20010712;000000;0.8595000;0.8606000;0.8507000;0.8539000;0
EURUSD;D;20010713;000000;0.8538000;0.8561000;0.8511000;0.8549000;0
EURUSD;D;20010714;000000;0.8548000;0.8556000;0.8544000;0.8550000;0
EURUSD;D;20010716;000000;0.8543000;0.8596000;0.8542000;0.8558000;0
EURUSD;D;20010717;000000;0.8495000;0.8613000;0.8495000;0.8596000;0
EURUSD;D;20010718;000000;0.8594000;0.8740000;0.8571000;0.8731000;0
EURUSD;D;20010719;000000;0.8730000;0.8787000;0.8695000;0.8710000;0
EURUSD;D;20010720;000000;0.8715000;0.8790000;0.8699000;0.8718000;0
EURUSD;D;20010721;000000;0.8721000;0.8725000;0.8707000;0.8718000;0
EURUSD;D;20010723;000000;0.8708000;0.8724000;0.8649000;0.8696000;0
EURUSD;D;20010724;000000;0.8693000;0.8773000;0.8682000;0.8768000;0
EURUSD;D;20010725;000000;0.8728000;0.8816000;0.8712000;0.8802000;0
EURUSD;D;20010726;000000;0.8801000;0.8826000;0.8745000;0.8774000;0
EURUSD;D;20010727;000000;0.8773000;0.8809000;0.8721000;0.8765000;0
EURUSD;D;20010728;000000;0.8765000;0.8783000;0.8758000;0.8781000;0
EURUSD;D;20010730;000000;0.8780000;0.8783000;0.8719000;0.8742000;0
EURUSD;D;20010731;000000;0.8741000;0.8781000;0.8720000;0.8756000;0
EURUSD;D;20010801;000000;0.8756000;0.8835000;0.8746000;0.8805000;0
EURUSD;D;20010802;000000;0.8810000;0.8844000;0.8782000;0.8834000;0
EURUSD;D;20010803;000000;0.8834000;0.8844000;0.8805000;0.8826000;0
EURUSD;D;20010806;000000;0.8811000;0.8831000;0.8782000;0.8822000;0
EURUSD;D;20010807;000000;0.8822000;0.8826000;0.8748000;0.8779000;0
EURUSD;D;20010808;000000;0.8779000;0.8815000;0.8736000;0.8800000;0
EURUSD;D;20010809;000000;0.8804000;0.8943000;0.8796000;0.8914000;0
EURUSD;D;20010810;000000;0.8912000;0.8955000;0.8907000;0.8923000;0
EURUSD;D;20010813;000000;0.8947000;0.9010000;0.8937000;0.8972000;0
EURUSD;D;20010814;000000;0.8977000;0.9042000;0.8943000;0.9034000;0
EURUSD;D;20010815;000000;0.9033000;0.9145000;0.9014000;0.9132000;0
EURUSD;D;20010816;000000;0.9132000;0.9205000;0.9090000;0.9125000;0
EURUSD;D;20010817;000000;0.9126000;0.9188000;0.9096000;0.9178000;0
EURUSD;D;20010818;000000;0.9177000;0.9188000;0.9168000;0.9180000;0
EURUSD;D;20010819;000000;0.9184000;0.9184000;0.9184000;0.9184000;0
EURUSD;D;20010820;000000;0.9179000;0.9207000;0.9107000;0.9139000;0
EURUSD;D;20010821;000000;0.9138000;0.9177000;0.9080000;0.9167000;0
EURUSD;D;20010822;000000;0.9164000;0.9210000;0.9149000;0.9191000;0
EURUSD;D;20010823;000000;0.9148000;0.9172000;0.9096000;0.9145000;0
EURUSD;D;20010824;000000;0.9145000;0.9170000;0.9073000;0.9137000;0
EURUSD;D;20010825;000000;0.9132000;0.9148000;0.9122000;0.9143000;0
EURUSD;D;20010827;000000;0.9148000;0.9149000;0.9081000;0.9116000;0
EURUSD;D;20010828;000000;0.9122000;0.9132000;0.9024000;0.9117000;0
EURUSD;D;20010829;000000;0.9122000;0.9155000;0.9083000;0.9102000;0
EURUSD;D;20010830;000000;0.9103000;0.9192000;0.9055000;0.9168000;0
EURUSD;D;20010831;000000;0.9166000;0.9205000;0.9063000;0.9116000;0
EURUSD;D;20010901;000000;0.9116000;0.9135000;0.9112000;0.9132000;0
EURUSD;D;20010903;000000;0.9092000;0.9109000;0.9054000;0.9077000;0
EURUSD;D;20010904;000000;0.9076000;0.9080000;0.8845000;0.8885000;0
EURUSD;D;20010905;000000;0.8885000;0.8913000;0.8852000;0.8862000;0
EURUSD;D;20010906;000000;0.8862000;0.8966000;0.8822000;0.8955000;0
EURUSD;D;20010907;000000;0.8955000;0.9071000;0.8928000;0.9052000;0
EURUSD;D;20010908;000000;0.9058000;0.9079000;0.9053000;0.9071000;0
EURUSD;D;20010909;000000;0.9081000;0.9081000;0.9081000;0.9081000;0
EURUSD;D;20010910;000000;0.9063000;0.9084000;0.8975000;0.8980000;0
EURUSD;D;20010911;000000;0.8975000;0.9169000;0.8947000;0.9140000;0
